oid,name,eid,amount,year,country,herddod,herddoe,herdhhs,herdnasa,herdnsf,herdusda,herdfedother,herdstate,herdinst,herdbusi,herdnonprof,herdallother
834,University of Massachusetts Boston,218022,"$20,837.00",2022,USA,"$625,000.00","$25,000.00","$9,983,000.00","$600,000.00","$5,160,000.00","$18,000.00","$6,720,000.00","$8,852,000.00","$25,606,000.00","$2,043,000,000.00","$4,958,000,000.00","$625,000,000.00"
844,Worcester Polytechnic Institute,218859,"$22,306.00",2022,USA,"$9,100,000.00","$3,184,000.00","$4,566,000.00","$598,000.00","$11,976,000.00","$318,000.00","$4,262,000.00","$3,041,000.00","$14,261,000.00","$3,308,000,000.00","$1,414,000,000.00","$876,000,000.00"
832,University of Massachusetts Dartmouth,223352,"$6,774.00",2022,USA,"$4,058,000.00","$12,000.00","$771,000.00","$75,000.00","$2,726,000.00","$3,000.00","$3,517,000.00","$1,519,000.00","$18,713,000.00","$1,035,000,000.00","$440,000,000.00","$267,000,000.00"
801,United States Naval Academy,225308,"$4,183.00",2022,USA,"$9,152,000.00","$305,000.00",$0.00,"$72,000.00","$618,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,"$251,000,000.00","$266,000,000.00"
849,Ferris State University,220196,$272.00,2022,USA,,,,,,,,,,,,
791,Salisbury University,218961,$890.00,2022,USA,$0.00,$0.00,"$989,000.00",$0.00,"$591,000.00","$109,000.00","$2,045,000.00","$3,405,000.00","$3,415,000.00",$0.00,"$50,000,000.00","$10,000,000.00"
793,Towson University,218892,"$1,843.00",2022,USA,"$1,090,000.00",$0.00,"$241,000.00","$29,000.00","$1,053,000.00","$177,000.00","$254,000.00","$177,000.00","$5,513,000.00","$30,000,000.00","$217,000,000.00","$7,000,000.00"
802,Amherst College,217589,"$2,562.00",2022,USA,$0.00,$0.00,"$602,000.00","$131,000.00","$2,113,000.00","$16,000.00",$0.00,$0.00,"$2,130,000.00",$0.00,"$127,000,000.00","$2,058,000,000.00"
827,Smith College,219099,"$2,037.00",2022,USA,"$50,000.00",$0.00,"$699,000.00",$0.00,"$1,307,000.00",$0.00,"$347,000.00",$0.00,"$1,740,000.00","$248,000,000.00","$1,440,000,000.00",$0.00
823,MGH Institute of Health Professions,127782,"$4,439.00",2022,USA,$0.00,$0.00,"$4,628,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,"$20,000.00",$0.00,"$1,157,000,000.00",$0.00
782,University of Southern Maine,114200,"$1,075.00",2022,USA,$0.00,$0.00,"$2,015,000.00","$72,000.00","$69,000.00",$0.00,"$45,000.00","$2,893,000.00","$237,000.00",$0.00,"$126,000,000.00","$41,000,000.00"
781,Bowie State University,113896,"$4,971.00",2022,USA,"$319,000.00","$177,000.00","$1,143,000.00","$525,000.00","$845,000.00","$103,000.00","$239,000.00",$0.00,$0.00,$0.00,$0.00,$0.00
806,Babson College,221765,$297.00,2022,USA,$0.00,$0.00,$0.00,$0.00,"$29,000.00",$0.00,"$16,000.00",$0.00,"$650,000.00","$140,000,000.00","$281,000,000.00","$709,000,000.00"
805,Bentley University,113889,$445.00,2022,USA,$0.00,$0.00,"$39,000.00",$0.00,"$470,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,"$652,000,000.00",$0.00
8693,Graduate School USA,157897,"$20,000.00",2021,USA,,,,,,,,,,,,
860,Siena Heights University,134653,$375.00,2022,USA,,,,,,,,,,,,
861,University of Michigan–Ann Arbor,224624,"$827,701.00",2022,USA,,,,,,,,,,,,
863,Western Michigan University,224350,"$6,948.00",2022,USA,,,,,,,,,,,,
11873,Montana State University Billings,114054,"$268,486,000.00",2023,USA,,,,,,,,,,,,
13405,Vermont State University,215236,,2021,USA,"$2,653,000.00","$1,429,000.00","$71,695,000.00","$1,688,000.00","$9,574,000.00","$12,829,000.00","$3,686,000.00",,,,,
868,Gustavus Adolphus College,197385,$325.00,2022,USA,,,,,,,,,,,,
905,University of Missouri,216018,"$89,823.00",2022,USA,"$12,797,000.00","$6,915,000.00","$89,116,000.00","$951,000.00","$16,283,000.00","$27,061,000.00","$29,309,000.00","$35,573,000.00","$181,090,000.00","$17,608,000,000.00","$10,296,000,000.00","$5,311,000,000.00"
930,University of Nebraska–Lincoln,210727,"$69,266.00",2022,USA,"$6,153,000.00","$10,515,000.00","$26,614,000.00","$553,000.00","$30,032,000.00","$24,104,000.00","$15,277,000.00","$61,070,000.00","$134,864,000.00","$19,767,000,000.00","$6,247,000,000.00","$5,064,000,000.00"
862,Wayne State University,218407,"$80,235.00",2022,USA,"$8,457,000.00","$2,396,000.00","$102,915,000.00","$291,000.00","$8,801,000.00","$370,000.00","$3,584,000.00","$9,796,000.00","$78,061,000.00","$6,556,000,000.00","$17,750,000,000.00","$3,270,000,000.00"
915,Montana State University,216265,"$82,954.00",2022,USA,"$38,791,000.00","$5,226,000.00","$23,459,000.00","$7,810,000.00","$13,996,000.00","$16,181,000.00","$13,511,000.00","$18,147,000.00","$55,164,000.00","$1,546,000,000.00","$3,208,000,000.00","$3,781,000,000.00"
921,Missoula Public Library,141288,"$38,631.00",2022,USA,"$5,598,000.00","$1,092,000.00","$37,649,000.00","$2,050,000.00","$11,717,000.00","$5,310,000.00","$10,091,000.00","$659,000.00","$48,353,000.00","$709,000,000.00","$2,220,000,000.00","$155,000,000.00"
856,Michigan Technological University,217428,"$27,699.00",2022,USA,"$20,345,000.00","$6,477,000.00","$3,848,000.00","$5,115,000.00","$8,279,000.00","$1,556,000.00","$3,146,000.00","$999,000.00","$32,247,000.00","$6,687,000,000.00","$591,000,000.00","$1,794,000,000.00"
859,University of Detroit Mercy,218225,"$1,848.00",2022,USA,"$387,000.00",$0.00,"$4,164,000.00",$0.00,"$112,000.00",$0.00,$0.00,$0.00,"$494,000.00","$16,000,000.00","$13,000,000.00",$0.00
907,University of Missouri–Kansas City,114183,"$9,113.00",2022,USA,"$7,934,000.00","$222,000.00","$14,937,000.00","$160,000.00","$1,562,000.00","$102,000.00","$6,217,000.00","$225,000.00","$17,201,000.00","$338,000,000.00","$969,000,000.00","$2,790,000,000.00"
881,St. Olaf College,219352,"$1,024.00",2022,USA,,,,,,,,,,,,
882,St. Cloud Technical and Community College,153554,$375.00,2022,USA,,,,,,,,,,,,
883,University of Minnesota,224657,"$570,913.00",2022,USA,,,,,,,,,,,,
884,Saint Paul College,153521,$524.00,2022,USA,,,,,,,,,,,,
885,Winona State University,196935,$212.00,2022,USA,,,,,,,,,,,,
889,University of Mississippi,218749,"$62,223.00",2022,USA,,,,,,,,,,,,
890,Avila University,113883,$246.00,2022,USA,,,,,,,,,,,,
891,University of Southern Mississippi,217461,"$15,635.00",2022,USA,,,,,,,,,,,,
875,"Minnesota State University, Mankato",222773,"$1,471.00",2022,USA,"$91,000.00","$4,000.00","$25,000.00","$18,000.00","$214,000.00","$145,000.00","$78,000.00","$110,000.00","$1,300,000.00",$0.00,"$18,000,000.00","$203,000,000.00"
894,Lincoln University - Missouri,115170,"$11,915.00",2022,USA,,,,,,,,,,,,
895,Kansas City University,205467,$249.00,2022,USA,,,,,,,,,,,,
896,Missouri State University,197347,"$7,776.00",2022,USA,,,,,,,,,,,,
897,Missouri University of Science and Technology,216542,"$9,873.00",2022,USA,,,,,,,,,,,,
898,Missouri Western State University,114052,$393.00,2022,USA,,,,,,,,,,,,
858,Oakland University,217836,"$6,871.00",2022,USA,"$916,000.00","$131,000.00","$4,880,000.00","$36,000.00","$3,400,000.00",$0.00,"$170,000.00","$2,911,000.00","$18,539,000.00","$2,613,000,000.00","$2,636,000,000.00","$1,829,000,000.00"
886,Alcorn State University,113865,"$7,593.00",2022,USA,"$71,000.00","$48,000.00","$287,000.00","$1,000.00","$129,000.00","$8,824,000.00","$1,000.00","$4,977,000.00","$2,349,000.00","$7,000,000.00","$32,000,000.00",$0.00
887,Jackson State University,113998,"$9,553.00",2022,USA,"$1,568,000.00","$204,000.00","$4,860,000.00","$86,000.00","$5,898,000.00",$0.00,"$2,429,000.00",$0.00,"$1,427,000.00","$93,000,000.00","$916,000,000.00",$0.00
906,University of Missouri System,217548,"$67,425.00",2022,USA,,,,,,,,,,,,
910,William Jewell College,122468,$715.00,2022,USA,,,,,,,,,,,,
911,Aaniiih Nakoda College,197540,$585.00,2022,USA,,,,,,,,,,,,
790,Morgan State University,217812,"$21,869.00",2022,USA,"$3,376,000.00","$564,000.00","$7,400,000.00","$5,622,000.00","$4,075,000.00","$189,000.00","$3,444,000.00","$2,835,000.00","$707,000.00","$601,000,000.00","$344,000,000.00","$325,000,000.00"
913,Chief Dull Knife College,121198,$340.00,2022,USA,,,,,,,,,,,,
917,Montana Technological University,215252,"$8,247.00",2022,USA,"$3,091,000.00","$208,000.00","$417,000.00","$231,000.00","$655,000.00","$134,000.00","$864,000.00","$6,085,000.00","$2,221,000.00","$282,000,000.00",$0.00,$0.00
916,Montana State University Billings,114054,"$36,032.00",2022,USA,,,,,,,,,,,,
918,Montana University System,215443,"$2,960.00",2022,USA,,,,,,,,,,,,
919,Salish Kootenai College,217857,"$1,811.00",2022,USA,,,,,,,,,,,,
901,Saint Louis University,226705,"$28,824.00",2022,USA,"$96,000.00",$0.00,"$2,983,000.00","$21,000.00","$924,000.00","$136,000.00","$413,000.00","$61,000.00","$5,106,000.00","$81,000,000.00","$2,934,000,000.00","$492,000,000.00"
923,University of Montana Western,197952,"$2,410.00",2022,USA,,,,,,,,,,,,
924,Clarkson College,155503,"$1,174.00",2022,USA,,,,,,,,,,,,
925,Doane University,120821,$927.00,2022,USA,,,,,,,,,,,,
759,Northern Kentucky University,219118,$649.00,2022,USA,$0.00,$0.00,"$1,285,000.00","$100,000.00","$428,000.00","$5,000.00","$778,000.00","$2,000.00","$890,000.00","$22,000,000.00","$378,000,000.00",$0.00
855,Lawrence Technological University,114019,$943.00,2022,USA,"$1,000.00","$520,000.00",$0.00,$0.00,"$317,000.00",$0.00,"$271,000.00","$1,037,000.00","$154,000.00","$192,000,000.00","$558,000,000.00",$0.00
892,Tougaloo College,114158,"$1,326.00",2022,USA,"$163,000.00","$51,000.00","$787,000.00","$34,000.00","$1,111,000.00","$17,000.00","$173,000.00",$0.00,$0.00,$0.00,$0.00,$0.00
929,Nebraska Wesleyan University,114065,"$31,402.00",2022,USA,,,,,,,,,,,,
7,Hamilton College,218234,$420.00,2022,USA,$0.00,$0.00,$0.00,"$24,000.00","$310,000.00",$0.00,"$4,000.00",$0.00,"$1,039,000.00",$0.00,"$410,000,000.00","$92,000,000.00"
879,St. Catherine University,138914,$399.00,2022,USA,$0.00,$0.00,"$256,000.00",$0.00,"$44,000.00",$0.00,$0.00,$0.00,"$83,000.00","$30,000,000.00","$364,000,000.00","$156,000,000.00"
13816,University of Vermont,218653,,2023,USA,"$4,713,000.00","$886,000.00","$80,259,000.00","$1,797,000.00","$10,563,000.00","$21,988,000.00","$8,439,000.00",,,,,
909,Washington University in St. Louis,216158,"$643,672.00",2022,USA,"$24,820,000.00","$7,135,000.00","$617,453,000.00","$9,549,000.00","$20,371,000.00","$524,000.00","$1,501,000.00","$638,000.00","$154,896,000.00","$121,140,000,000.00","$86,700,000,000.00","$2,371,000,000.00"
9440,Norfolk State University,114071,"$2,360,000.00",2021,USA,"$1,371,000.00","$897,000.00","$95,000.00",$0.00,"$1,613,000.00",$0.00,$0.00,$0.00,$0.00,"$52,000,000.00","$35,000,000.00","$253,000,000.00"
934,Wayne State College,217823,$203.00,2022,USA,,,,,,,,,,,,
936,Nevada System of Higher Education,222134,"$28,455.00",2022,USA,,,,,,,,,,,,
939,Dartmouth College,218617,"$110,710.00",2022,USA,,,,,,,,,,,,
941,University of New Hampshire at Manchester,141529,"$30,368.00",2022,USA,,,,,,,,,,,,
11904,Mercer County Community College,153403,"$87,000.00",2023,USA,,,,,,,,,,,,
943,University System of New Hampshire,219216,"$25,574.00",2022,USA,,,,,,,,,,,,
944,University of New Hampshire at Manchester,141529,"$13,327.00",2022,USA,,,,,,,,,,,,
945,College of New Jersey,114149,"$1,009.00",2022,USA,,,,,,,,,,,,
946,Fairleigh Dickinson University,217901,$405.00,2022,USA,,,,,,,,,,,,
9149,Vassar College,217888,"$1,135,000.00",2021,USA,"$15,000.00",$0.00,"$269,000.00","$31,000.00","$603,000.00",$0.00,$0.00,"$21,000.00","$455,000.00",$0.00,"$209,000,000.00","$3,000,000.00"
951,Ramapo College,222104,$744.00,2022,USA,,,,,,,,,,,,
952,New Jersey Sea Grant Consortium,142476,"$2,027.00",2022,USA,,,,,,,,,,,,
953,Rider University,114099,$503.00,2022,USA,,,,,,,,,,,,
14239,Governors State University,113975,,2021,USA,,,,,,,,$0.00,$0.00,$0.00,$0.00,$0.00
955,"Rutgers, The State University of New Jersey",209255,"$301,830.00",2022,USA,,,,,,,,,,,,
956,Saint Peter's University,221133,$249.00,2022,USA,,,,,,,,,,,,
959,Thomas Edison State University,128791,$200.00,2022,USA,,,,,,,,,,,,
950,Princeton University,218878,"$150,701.00",2022,USA,"$29,379,000.00","$30,766,000.00","$58,925,000.00","$15,677,000.00","$70,247,000.00","$1,385,000.00","$12,011,000.00","$255,000.00","$102,851,000.00","$17,455,000,000.00","$73,840,000,000.00","$48,394,000,000.00"
935,Desert Research Institute,196976,$671.00,2022,USA,"$4,027,000.00","$5,524,000.00","$761,000.00","$1,321,000.00","$2,069,000.00","$958,000.00","$2,681,000.00","$385,000.00","$4,377,000.00","$960,000,000.00","$4,381,000,000.00","$1,034,000,000.00"
964,Navajo Technical University,125601,"$1,478.00",2022,USA,,,,,,,,,,,,
965,New Mexico Consortium,122389,"$1,225.00",2022,USA,,,,,,,,,,,,
962,Eastern New Mexico University,113955,"$1,110.00",2022,USA,"$22,576,000.00","$13,826,000.00","$156,055,000.00","$3,851,000.00","$28,587,000.00","$1,694,000.00","$6,185,000.00","$6,491,000.00","$67,949,000.00","$4,625,000,000.00","$17,427,000,000.00","$1,898,000,000.00"
969,New Mexico State University,215707,"$37,048.00",2022,USA,,,,,,,,,,,,
970,New Mexico State University,215707,"$135,574.00",2022,USA,,,,,,,,,,,,
989,Brooklyn College,113737,"$4,604.00",2022,USA,$0.00,"$23,000.00","$3,333,000.00",$0.00,"$1,151,000.00","$78,000.00","$38,000.00",$0.00,"$1,418,000.00","$3,000,000.00","$160,000,000.00","$16,000,000.00"
938,"University of Nevada, Reno",217202,"$51,701.00",2022,USA,"$8,127,000.00","$7,660,000.00","$30,941,000.00","$1,863,000.00","$16,817,000.00","$6,167,000.00","$12,056,000.00","$7,477,000.00","$78,594,000.00","$2,787,000,000.00","$2,018,000,000.00","$7,275,000,000.00"
973,Albany College of Pharmacy and Health Sciences,221280,$495.00,2022,USA,,,,,,,,,,,,
975,Albert Einstein College of Medicine,218074,"$183,860.00",2022,USA,,,,,,,,,,,,
949,New Jersey Institute of Technology,219303,"$31,786.00",2022,USA,"$10,556,000.00","$1,392,000.00","$10,077,000.00","$3,917,000.00","$11,482,000.00","$311,000.00","$33,591,000.00","$14,576,000.00","$62,576,000.00","$1,872,000,000.00","$7,207,000,000.00","$9,578,000,000.00"
981,Cold Spring Harbor Laboratory,209888,"$39,988.00",2022,USA,"$1,486,000.00","$1,143,000.00","$50,973,000.00",$0.00,"$3,740,000.00","$1,786,000.00","$35,000.00","$134,000.00","$36,235,000.00","$3,766,000,000.00","$18,736,000,000.00",$0.00
937,"University of Nevada, Las Vegas",219186,"$15,214.00",2022,USA,"$546,000.00","$3,965,000.00","$10,550,000.00","$2,066,000.00","$5,207,000.00","$1,809,000.00","$4,724,000.00","$2,174,000.00","$59,398,000.00","$1,656,000,000.00","$809,000,000.00","$2,063,000,000.00"
985,Cornell University,218232,"$532,256.00",2022,USA,,,,,,,,,,,,
987,Borough of Manhattan Community College,113895,"$2,410.00",2022,USA,,,,,,,,,,,,
988,Bronx Community College,148313,$319.00,2022,USA,,,,,,,,,,,,
958,Stevens Institute of Technology,218836,"$22,227.00",2022,USA,"$28,280,000.00","$1,775,000.00","$2,732,000.00","$722,000.00","$6,403,000.00","$69,000.00","$1,855,000.00","$2,264,000.00","$5,895,000.00","$2,608,000,000.00","$539,000,000.00","$421,000,000.00"
599,Delaware State University,113940,"$22,483.00",2022,USA,"$2,236,000.00","$70,000.00","$7,051,000.00","$565,000.00","$3,443,000.00","$3,919,000.00","$7,077,000.00","$598,000.00","$3,457,000.00","$150,000,000.00","$440,000,000.00","$10,000,000.00"
993,Hostos Community College,148308,"$2,735.00",2022,USA,,,,,,,,,,,,
980,Clarkson University,211784,"$5,609.00",2022,USA,"$1,660,000.00","$288,000.00","$584,000.00","$148,000.00","$3,876,000.00","$90,000.00","$2,188,000.00","$2,713,000.00","$8,116,000.00","$1,363,000,000.00","$508,000,000.00","$169,000,000.00"
995,John Jay College of Criminal Justice,114002,"$2,748.00",2022,USA,,,,,,,,,,,,
118,Northeast Ohio Medical University,197544,"$7,943.00",2022,USA,"$188,000.00",$0.00,"$8,847,000.00",$0.00,"$256,000.00",$0.00,"$109,000.00","$47,000.00","$3,197,000.00",$0.00,"$821,000,000.00",$0.00
997,Medgar Evers College,148311,$340.00,2022,USA,,,,,,,,,,,,
998,New York City College of Technology,114068,"$1,726.00",2022,USA,,,,,,,,,,,,
31,St. Bonaventure University,196837,$440.00,2022,USA,,,,,,,,,,,,
41,SUNY College of Optometry,216222,"$1,961.00",2022,USA,,,,,,,,,,,,
77,High Point University,197216,$449.00,2022,USA,,,,,,,,,,,,
978,Barnard College,221363,"$1,827.00",2022,USA,$0.00,"$425,000.00","$1,123,000.00","$70,000.00","$2,140,000.00",$0.00,$0.00,$0.00,"$652,000.00","$39,000,000.00","$539,000,000.00",$0.00
982,Colgate University,218657,$552.00,2022,USA,$0.00,$0.00,"$187,000.00","$225,000.00","$1,157,000.00","$1,000.00",$0.00,$0.00,"$2,625,000.00","$78,000,000.00","$66,000,000.00","$4,000,000.00"
143,Oklahoma State University Oklahoma City,153472,"$140,997.00",2022,USA,,,,,,,,,,,,
931,University of Nebraska at Kearney,218504,"$2,709.00",2022,USA,$0.00,$0.00,"$1,168,000.00","$22,000.00","$533,000.00",$0.00,"$177,000.00","$530,000.00","$1,459,000.00","$48,000,000.00",$0.00,"$72,000,000.00"
154,Southern Oregon University,217782,"$1,000.00",2022,USA,,,,,,,,,,,,
976,Alfred University,198722,"$3,140.00",2022,USA,"$581,000.00","$233,000.00",$0.00,"$16,000.00","$177,000.00",$0.00,"$1,000.00","$1,659,000.00","$517,000.00","$264,000,000.00","$29,000,000.00",$0.00
986,Baruch College,195942,"$1,156.00",2022,USA,"$24,000.00","$298,000.00","$658,000.00","$7,000.00","$869,000.00",$0.00,"$38,000.00","$23,000.00","$640,000.00",$0.00,"$505,000,000.00","$94,000,000.00"
11740,Salisbury University,218961,"$199,000.00",2023,USA,$0.00,$0.00,"$2,214,000.00",$0.00,"$730,000.00","$58,000.00","$2,047,000.00","$5,551,000.00","$3,904,000.00",$0.00,"$53,000,000.00",$0.00
8518,Auburn University,217835,"$56,204,000.00",2021,USA,"$18,413,000.00","$6,372,000.00","$15,778,000.00","$6,492,000.00","$10,226,000.00","$18,227,000.00","$15,649,000.00","$28,351,000.00","$130,767,000.00","$6,492,000,000.00","$1,818,000,000.00","$7,789,000,000.00"
8754,Boise State University,218866,"$24,841,000.00",2021,USA,"$2,926,000.00","$5,341,000.00","$5,834,000.00","$1,820,000.00","$11,953,000.00","$978,000.00","$2,505,000.00","$2,402,000.00","$10,836,000.00","$576,000,000.00","$670,000,000.00","$224,000,000.00"
223,South Carolina Sea Grant Consortium,134831,"$1,997.00",2022,USA,,,,,,,,,,,,
233,Sisseton Wahpeton College,122132,"$1,440.00",2022,USA,,,,,,,,,,,,
234,South Dakota Board of Regents,157241,"$8,104.00",2022,USA,,,,,,,,,,,,
9333,Middle Tennessee State University,114042,"$2,753,000.00",2021,USA,"$173,000.00","$26,000.00","$311,000.00","$55,000.00","$1,833,000.00","$757,000.00","$995,000.00","$480,000.00","$16,884,000.00","$259,000,000.00","$758,000,000.00",$0.00
299,Texas Tech University Health Sciences Center,226527,"$1,814.00",2022,USA,,,,,,,,,,,,
315,The University of Texas Rio Grande Valley,198834,"$17,123.00",2022,USA,,,,,,,,,,,,
312,The University of Texas Medical Branch at Galveston,218467,"$159,341.00",2022,USA,,,,,,,,,,,,
382,Western Washington University,219053,"$6,358.00",2022,USA,$0.00,"$121,000.00","$408,000.00","$587,000.00","$4,583,000.00","$18,000.00","$630,000.00","$1,063,000.00","$5,954,000.00","$68,000,000.00","$1,614,000,000.00","$35,000,000.00"
213,College of Charleston,215208,"$1,042.00",2022,USA,$0.00,$0.00,"$409,000.00","$2,136,000.00","$1,004,000.00","$157,000.00","$779,000.00","$383,000.00","$1,032,000.00","$40,000,000.00","$465,000,000.00","$16,000,000.00"
171,East Stroudsburg University,113950,"$1,246.00",2022,USA,$0.00,$0.00,$0.00,$0.00,"$470,000.00","$62,000.00","$66,000.00","$44,000.00","$149,000.00",$0.00,"$619,000,000.00",$0.00
11919,William Paterson University,218148,"$55,000.00",2023,USA,$0.00,$0.00,"$45,000.00",$0.00,"$84,000.00",$0.00,"$39,000.00",$0.00,"$350,000.00","$4,000,000.00","$11,000,000.00",$0.00
7764,"University of California, Merced",212884,,2024,USA,"$2,738,000.00","$2,979,000.00","$8,911,000.00","$755,000.00","$17,125,000.00","$3,606,000.00","$3,837,000.00","$10,740,000.00","$20,759,000.00","$1,523,000,000.00","$2,836,000,000.00","$1,424,000,000.00"
7911,Creighton University,217708,,2024,USA,"$1,132,000.00","$309,000.00","$10,035,000.00","$208,000.00","$791,000.00","$50,000.00","$290,000.00","$3,931,000.00","$10,047,000.00","$999,000,000.00","$472,000,000.00","$1,070,000,000.00"
7591,Florida Memorial University,113965,,2024,USA,"$55,512,000.00","$21,009,000.00","$343,215,000.00","$12,379,000.00","$62,871,000.00","$51,949,000.00","$34,317,000.00","$202,443,000.00","$358,541,000.00","$37,093,000,000.00","$54,794,000,000.00","$38,370,000,000.00"
7605,Indiana University Bloomington,212384,,2024,USA,"$25,875,000.00","$7,621,000.00","$367,079,000.00","$966,000.00","$39,540,000.00","$1,221,000.00","$14,543,000.00","$9,409,000.00","$323,571,000.00","$35,596,000,000.00","$70,012,000,000.00","$1,550,000,000.00"
7625,University of Miami,220406,,2024,USA,"$28,872,000.00","$1,879,000.00","$233,671,000.00","$5,241,000.00","$18,718,000.00","$357,000.00","$33,593,000.00","$15,717,000.00","$154,377,000.00","$40,602,000,000.00","$25,759,000,000.00","$227,000,000.00"
7663,Northeastern University,226756,,2024,USA,"$58,404,000.00","$6,951,000.00","$70,034,000.00","$3,127,000.00","$60,944,000.00","$122,000.00","$19,068,000.00","$2,315,000.00","$86,671,000.00","$16,584,000,000.00","$21,718,000,000.00","$962,000,000.00"
7651,Auburn University,217835,,2024,USA,"$27,861,000.00","$10,367,000.00","$23,042,000.00","$5,866,000.00","$19,834,000.00","$44,388,000.00","$26,641,000.00","$35,124,000.00","$177,767,000.00","$10,785,000,000.00","$2,223,000,000.00","$9,659,000,000.00"
7695,University of Vermont,218653,,2024,USA,"$5,110,000.00","$2,376,000.00","$79,090,000.00","$1,856,000.00","$11,148,000.00","$26,539,000.00","$12,482,000.00","$566,000.00","$86,795,000.00","$4,475,000,000.00","$7,620,000,000.00","$8,183,000,000.00"
7713,New Jersey Institute of Technology,219303,,2024,USA,"$10,774,000.00","$1,098,000.00","$24,473,000.00","$3,449,000.00","$16,153,000.00","$91,000.00","$34,909,000.00","$8,025,000.00","$64,784,000.00","$906,000,000.00","$1,341,000,000.00","$5,738,000,000.00"
7738,Colorado School of Mines,224385,,2024,USA,"$11,590,000.00","$26,652,000.00","$3,245,000.00","$4,085,000.00","$19,059,000.00","$273,000.00","$6,511,000.00","$2,655,000.00","$14,794,000.00","$12,464,000,000.00","$3,070,000,000.00","$5,507,000,000.00"
7727,Rensselaer Polytechnic Institute,218170,,2024,USA,"$12,252,000.00","$11,716,000.00","$17,942,000.00","$3,171,000.00","$13,462,000.00","$39,000.00","$2,777,000.00","$4,011,000.00","$47,399,000.00","$9,391,000,000.00","$1,554,000,000.00","$16,533,000,000.00"
7751,San Jose State University,218224,,2024,USA,"$1,245,000.00","$1,659,000.00","$2,953,000.00","$18,366,000.00","$6,465,000.00","$171,000.00","$6,644,000.00","$8,015,000.00","$36,595,000.00","$1,480,000,000.00","$3,206,000,000.00","$1,326,000,000.00"
7899,"California State University, Long Beach",217810,,2024,USA,"$9,173,000.00","$311,000.00","$8,457,000.00","$63,000.00","$4,049,000.00","$955,000.00","$1,277,000.00","$2,637,000.00","$4,541,000.00","$452,000,000.00","$1,602,000,000.00","$380,000,000.00"
7943,United States Military Academy,120281,,2024,USA,"$19,294,000.00",$0.00,"$1,005,000.00",$0.00,"$250,000.00",$0.00,"$28,000.00",$0.00,"$191,000.00","$190,000,000.00","$1,259,000,000.00","$75,000,000.00"
7810,University of Massachusetts Dartmouth,223352,,2024,USA,"$5,714,000.00","$185,000.00","$1,271,000.00","$182,000.00","$4,082,000.00",$0.00,"$3,369,000.00","$1,969,000.00","$22,063,000.00","$2,193,000,000.00","$1,159,000,000.00","$165,000,000.00"
7954,Florida Institute of Technology,197535,,2024,USA,"$2,942,000.00","$469,000.00","$914,000.00","$1,964,000.00","$1,238,000.00","$599,000.00","$2,633,000.00","$1,333,000.00","$4,745,000.00","$575,000,000.00","$430,000,000.00",$0.00
7966,Alcorn State University,113865,,2024,USA,$0.00,"$322,000.00","$308,000.00",$0.00,"$50,000.00","$9,242,000.00","$226,000.00","$4,366,000.00","$281,000.00","$31,000,000.00","$18,000,000.00",$0.00
7978,Virginia State University,114229,,2024,USA,"$852,000.00","$134,000.00","$408,000.00","$8,000.00","$1,484,000.00","$3,548,000.00","$250,000.00","$4,144,000.00","$2,175,000.00",$0.00,"$208,000,000.00","$60,000,000.00"
7990,"California State University, Monterey Bay",218465,,2024,USA,"$58,000.00","$3,000.00","$628,000.00","$1,014,000.00","$2,391,000.00","$831,000.00","$792,000.00","$2,920,000.00","$2,758,000.00","$11,000,000.00","$311,000,000.00",$0.00
8012,Gallaudet University,197068,,2024,USA,"$159,000.00",$0.00,"$3,195,000.00",$0.00,"$1,027,000.00",$0.00,"$919,000.00","$21,000.00","$3,202,000.00",$0.00,"$24,000,000.00","$977,000,000.00"
8090,Southern University and Agricultural and Mechanical College,213061,,2024,USA,"$324,000.00","$58,000.00","$1,047,000.00","$284,000.00","$3,442,000.00",$0.00,"$143,000.00","$73,000.00","$34,000.00","$78,000,000.00",$0.00,$0.00
8025,"California State University, Bakersfield",217943,,2024,USA,"$276,000.00","$356,000.00","$314,000.00",$0.00,"$1,158,000.00","$325,000.00","$2,550,000.00","$106,000.00","$3,223,000.00",$0.00,"$149,000,000.00",$0.00
7927,Tarleton State University,218793,,2024,USA,$0.00,$0.00,$0.00,$0.00,"$245,000.00","$4,384,000.00","$89,000.00","$5,041,000.00","$14,183,000.00","$244,000,000.00","$689,000,000.00",$0.00
8064,Lehman College,114025,,2024,USA,"$49,000.00","$314,000.00","$1,519,000.00","$272,000.00","$2,014,000.00","$96,000.00","$49,000.00",$0.00,"$1,468,000.00","$427,000,000.00","$41,000,000.00","$10,000,000.00"
8102,Sonoma State University,218932,,2024,USA,"$147,000.00","$99,000.00","$1,000.00","$1,872,000.00","$1,323,000.00",$0.00,"$313,000.00","$770,000.00","$322,000.00","$19,000,000.00","$62,000,000.00",$0.00
8150,Middlebury College,114043,,2024,USA,"$254,000.00","$307,000.00","$910,000.00","$208,000.00","$1,112,000.00","$247,000.00","$97,000.00",$0.00,"$13,000.00",$0.00,"$428,000,000.00",$0.00
