oid,name,eid,amount,year,country,herddod,herddoe,herdhhs,herdnasa,herdnsf,herdusda,herdfedother,herdstate,herdinst,herdbusi,herdnonprof,herdallother
8076,Trinity University,226772,,2024,USA,$0.00,$0.00,"$1,403,000.00","$12,000.00","$882,000.00","$1,000.00","$6,000.00","$11,000.00","$1,712,000.00","$23,000,000.00","$1,768,000,000.00","$20,000,000.00"
8162,Northern Kentucky University,219118,,2024,USA,$0.00,$0.00,"$1,733,000.00","$147,000.00","$349,000.00","$8,000.00","$52,000.00","$15,000.00","$835,000.00","$7,000,000.00","$125,000,000.00",$0.00
8174,University of Richmond,217331,,2024,USA,$0.00,"$71,000.00","$318,000.00","$15,000.00","$675,000.00","$337,000.00","$136,000.00","$6,000.00","$1,128,000.00",$0.00,"$275,000,000.00",$0.00
8036,Abilene Christian University,113862,,2024,USA,$0.00,"$303,000.00",$0.00,$0.00,$0.00,$0.00,"$25,000.00","$10,000.00","$813,000.00","$6,577,000,000.00","$139,000,000.00","$1,000,000.00"
8768,Knox College,199546,"$6,000.00",2021,USA,,,,,,,,,,,,
9462,Seattle University,220862,"$698,000.00",2021,USA,$0.00,$0.00,"$65,000.00",$0.00,"$1,023,000.00","$14,000.00",$0.00,"$54,000.00","$129,000.00",$0.00,"$270,000,000.00","$7,000,000.00"
7612,Boston University,217814,,2024,USA,"$22,813,000.00","$7,321,000.00","$326,409,000.00","$15,126,000.00","$35,097,000.00","$346,000.00","$14,641,000.00","$765,000.00","$242,148,000.00","$21,131,000,000.00","$74,197,000,000.00","$24,361,000,000.00"
7637,University of Rochester,218332,,2024,USA,"$15,513,000.00","$110,979,000.00","$223,837,000.00","$1,717,000.00","$21,951,000.00",$0.00,"$2,091,000.00","$1,462,000.00","$57,986,000.00","$31,672,000,000.00","$17,003,000,000.00","$8,161,000,000.00"
7652,Wichita State University,217504,,2024,USA,"$142,664,000.00","$717,000.00","$3,756,000.00","$12,582,000.00","$3,083,000.00","$185,000.00","$19,894,000.00","$18,197,000.00","$40,527,000.00","$150,338,000,000.00","$284,000,000.00","$106,000,000.00"
7626,Princeton University,218878,,2024,USA,"$25,152,000.00","$32,667,000.00","$72,717,000.00","$23,194,000.00","$79,252,000.00","$637,000.00","$16,675,000.00","$1,923,000.00","$160,754,000.00","$18,666,000,000.00","$83,114,000,000.00","$43,873,000,000.00"
7676,Wayne State University,218407,,2024,USA,"$7,441,000.00","$5,266,000.00","$117,419,000.00","$431,000.00","$10,342,000.00","$225,000.00","$10,754,000.00","$13,415,000.00","$92,709,000.00","$5,468,000,000.00","$23,022,000,000.00","$5,197,000,000.00"
7686,West Virginia University,218869,,2024,USA,"$4,558,000.00","$23,011,000.00","$52,382,000.00","$5,377,000.00","$17,567,000.00","$11,497,000.00","$15,504,000.00","$10,318,000.00","$82,900,000.00","$5,993,000,000.00","$3,621,000,000.00","$26,344,000,000.00"
7664,University of Notre Dame,225081,,2024,USA,"$32,397,000.00","$16,564,000.00","$30,455,000.00","$2,814,000.00","$41,900,000.00","$1,370,000.00","$18,827,000.00","$509,000.00","$128,586,000.00","$15,060,000,000.00","$27,031,000,000.00","$30,278,000,000.00"
7715,Drexel University,218887,,2024,USA,"$14,506,000.00","$2,572,000.00","$69,767,000.00","$563,000.00","$15,848,000.00","$268,000.00","$6,119,000.00","$3,139,000.00","$41,993,000.00","$1,792,000,000.00","$10,626,000,000.00","$3,012,000,000.00"
7728,University of Idaho,218914,,2024,USA,"$495,000.00","$4,815,000.00","$9,451,000.00","$3,549,000.00","$15,209,000.00","$22,296,000.00","$6,145,000.00","$49,917,000.00","$21,808,000.00","$1,666,000,000.00","$1,179,000,000.00","$3,883,000,000.00"
7740,Brandeis University,217641,,2024,USA,"$1,096,000.00","$2,903,000.00","$33,429,000.00","$482,000.00","$10,022,000.00",$0.00,"$616,000.00","$322,000.00","$41,637,000.00","$261,000,000.00","$13,052,000,000.00","$3,239,000,000.00"
7752,Florida Atlantic University,218487,,2024,USA,"$6,589,000.00","$561,000.00","$10,969,000.00","$863,000.00","$6,301,000.00","$5,268,000.00","$4,863,000.00","$8,801,000.00","$32,146,000.00","$2,529,000,000.00","$7,427,000,000.00","$1,589,000,000.00"
7766,Old Dominion University,218986,,2024,USA,"$7,783,000.00","$4,774,000.00","$3,959,000.00","$1,931,000.00","$6,885,000.00","$303,000.00","$6,410,000.00","$13,307,000.00","$26,196,000.00","$785,000,000.00","$2,260,000,000.00","$1,609,000,000.00"
7802,Marquette University,221634,,2024,USA,"$2,981,000.00","$2,745,000.00","$11,549,000.00","$13,000.00","$4,664,000.00","$67,000.00","$1,091,000.00","$194,000.00","$17,011,000.00","$357,000,000.00","$1,826,000,000.00","$6,601,000,000.00"
7811,Marshall University,217944,,2024,USA,"$5,482,000.00","$60,000.00","$11,013,000.00","$224,000.00","$2,303,000.00","$41,000.00","$2,225,000.00","$1,143,000.00","$13,803,000.00","$535,000,000.00","$2,349,000,000.00",$0.00
7928,University of Alaska Anchorage,196724,,2024,USA,"$1,267,000.00","$504,000.00","$3,994,000.00","$444,000.00","$3,611,000.00","$413,000.00","$3,971,000.00","$1,964,000.00","$6,554,000.00","$378,000,000.00","$741,000,000.00","$808,000,000.00"
7821,Northern Illinois University,218879,,2024,USA,"$629,000.00","$3,797,000.00","$1,189,000.00","$148,000.00","$3,911,000.00","$415,000.00","$4,062,000.00","$2,228,000.00","$16,852,000.00","$721,000,000.00","$282,000,000.00","$233,000,000.00"
7944,New York Medical College,197052,,2024,USA,"$673,000.00",$0.00,"$10,817,000.00",$0.00,$0.00,$0.00,$0.00,"$1,210,000.00","$1,030,000.00","$4,154,000,000.00","$2,316,000,000.00","$1,652,000,000.00"
7593,Emory University,218367,,2024,USA,"$17,859,000.00","$3,803,000.00","$698,837,000.00","$1,109,000.00","$12,762,000.00","$2,891,000.00","$7,336,000.00","$296,000.00","$324,469,000.00","$77,501,000,000.00","$96,352,000,000.00","$3,292,000,000.00"
7913,Miami University,218027,,2024,USA,"$592,000.00","$463,000.00","$5,351,000.00","$70,000.00","$3,622,000.00","$7,000.00","$980,000.00","$1,481,000.00","$12,474,000.00","$1,284,000,000.00","$1,135,000,000.00","$1,107,000,000.00"
7979,Ball State University,218739,,2024,USA,"$94,000.00",$0.00,"$4,128,000.00","$21,000.00","$1,136,000.00","$287,000.00","$1,269,000.00","$463,000.00","$4,780,000.00","$532,000,000.00","$368,000,000.00","$17,000,000.00"
7900,"California State University, Fullerton",218505,,2024,USA,"$248,000.00","$6,000.00","$1,580,000.00",$0.00,"$3,183,000.00","$48,000.00","$307,000.00","$680,000.00","$27,012,000.00","$86,000,000.00","$559,000,000.00",$0.00
7640,Fort Collins Rowing Association,127191,,2024,USA,"$16,285,000.00","$25,576,000.00","$72,470,000.00","$14,259,000.00","$40,100,000.00","$67,472,000.00","$64,695,000.00","$25,088,000.00","$82,212,000.00","$14,380,000,000.00","$25,139,000,000.00","$18,710,000,000.00"
8052,DinÃ© College,120782,,2024,USA,$0.00,$0.00,"$1,287,000.00",$0.00,"$1,087,000.00","$1,104,000.00","$1,214,000.00","$878,000.00","$730,000.00",$0.00,"$660,000,000.00",$0.00
8026,Lawrence Technological University,114019,,2024,USA,"$244,000.00",$0.00,"$35,000.00",$0.00,"$462,000.00",$0.00,"$3,512,000.00","$1,396,000.00","$1,091,000.00","$352,000,000.00","$1,343,000,000.00",$0.00
7955,Southern Illinois University Edwardsville,114134,,2024,USA,"$406,000.00","$53,000.00","$1,102,000.00",$0.00,"$974,000.00","$271,000.00","$1,206,000.00","$273,000.00","$12,278,000.00","$911,000,000.00","$197,000,000.00","$2,000,000.00"
8428,New York Institute of Technology,161860,,2024,USA,"$315,000.00",$0.00,"$2,408,000.00","$9,000.00","$978,000.00",$0.00,$0.00,,,,,
8152,Winthrop University,114241,,2024,USA,"$46,000.00",$0.00,"$849,000.00",$0.00,"$256,000.00",$0.00,"$1,743,000.00",$0.00,"$538,000.00","$1,000,000.00","$33,000,000.00",$0.00
8078,"California State University, Dominguez Hills",218412,,2024,USA,"$90,000.00","$71,000.00","$697,000.00",$0.00,"$1,497,000.00","$2,000.00","$317,000.00","$603,000.00","$2,170,000.00","$121,000,000.00","$191,000,000.00","$3,000,000.00"
8092,Reed College,218087,,2024,USA,$0.00,"$106,000.00","$245,000.00",$0.00,"$1,987,000.00","$12,000.00","$27,000.00","$59,000.00","$2,152,000.00",$0.00,"$472,000,000.00","$94,000,000.00"
8186,City University of New York,196138,,2024,USA,$0.00,$0.00,$0.00,$0.00,"$2,051,000.00",$0.00,$0.00,"$266,000.00","$406,000.00",$0.00,$0.00,$0.00
7991,West Texas A&M University,199699,,2024,USA,"$717,000.00",$0.00,$0.00,$0.00,"$716,000.00","$502,000.00","$55,000.00","$6,648,000.00","$2,163,000.00","$776,000,000.00","$39,000,000.00",$0.00
8113,Davidson College,218543,,2024,USA,$0.00,"$11,000.00","$1,001,000.00",$0.00,"$627,000.00",$0.00,"$99,000.00","$16,000.00","$2,360,000.00",$0.00,"$411,000,000.00",$0.00
8175,Eastern Washington University,217856,,2024,USA,$0.00,"$213,000.00","$64,000.00",$0.00,"$1,065,000.00",$0.00,"$380,000.00","$999,000.00",$0.00,"$63,000,000.00","$137,000,000.00","$36,000,000.00"
8135,University of Nebraska at Kearney,218504,,2024,USA,$0.00,"$13,000.00","$854,000.00","$32,000.00","$240,000.00",$0.00,"$506,000.00","$773,000.00","$1,306,000.00","$56,000,000.00",$0.00,"$16,000,000.00"
8232,Norwich University,199547,,2024,USA,"$148,000.00",$0.00,"$1,387,000.00",$0.00,"$11,000.00","$65,000.00",$0.00,"$2,000.00","$262,000.00",$0.00,$0.00,$0.00
8275,Butler University,211818,,2024,USA,$0.00,$0.00,"$574,000.00","$46,000.00","$362,000.00",$0.00,"$22,000.00",$0.00,"$215,000.00","$35,000,000.00","$59,000,000.00",$0.00
8260,Drake University,220396,,2024,USA,"$13,000.00","$24,000.00","$515,000.00","$42,000.00","$244,000.00","$49,000.00","$49,000.00","$161,000.00","$283,000.00","$25,000,000.00","$78,000,000.00","$2,000,000.00"
8217,Bates College,217734,,2024,USA,$0.00,"$15,000.00","$243,000.00","$172,000.00","$402,000.00",$0.00,"$77,000.00","$22,000.00","$500,000.00",$0.00,"$634,000,000.00","$1,000,000.00"
8243,Dickinson College,217726,,2024,USA,$0.00,$0.00,"$6,000.00",$0.00,"$443,000.00",$0.00,"$258,000.00","$130,000.00","$399,000.00",$0.00,"$507,000,000.00",$0.00
8300,High Point University,197216,,2024,USA,"$101,000.00","$16,000.00","$366,000.00","$19,000.00","$43,000.00","$2,000.00","$18,000.00","$14,000.00","$251,000.00","$64,000,000.00","$79,000,000.00","$27,000,000.00"
7614,Cincinnati Christian University,129529,,2024,USA,"$19,480,000.00","$4,648,000.00","$359,576,000.00","$1,406,000.00","$15,306,000.00","$206,000.00","$10,583,000.00","$8,611,000.00","$200,709,000.00","$53,909,000,000.00","$46,333,000,000.00","$19,111,000,000.00"
7627,Oregon Health & Science University,218417,,2024,USA,"$10,174,000.00","$116,000.00","$376,893,000.00","$40,000.00","$1,691,000.00","$7,000.00","$664,000.00","$1,484,000.00","$56,618,000.00","$54,397,000,000.00","$42,968,000,000.00","$162,000,000.00"
7623,Georgia Christian University,155929,,2024,USA,"$9,689,000.00","$19,948,000.00","$110,541,000.00","$1,072,000.00","$35,109,000.00","$51,820,000.00","$26,938,000.00","$62,113,000.00","$273,844,000.00","$11,536,000,000.00","$15,339,000,000.00","$10,168,000,000.00"
7677,University of Central Florida,219330,,2024,USA,"$40,368,000.00","$11,263,000.00","$23,869,000.00","$22,116,000.00","$21,564,000.00","$517,000.00","$16,082,000.00","$7,173,000.00","$124,075,000.00","$9,751,000,000.00","$3,765,000,000.00","$4,400,000,000.00"
7687,Montana State University,216265,,2024,USA,"$66,304,000.00","$4,505,000.00","$17,438,000.00","$9,727,000.00","$21,014,000.00","$24,684,000.00","$15,327,000.00","$21,347,000.00","$67,761,000.00","$962,000,000.00","$5,029,000,000.00","$3,829,000,000.00"
7697,"University of California, Riverside",212995,,2024,USA,"$11,643,000.00","$9,804,000.00","$41,009,000.00","$2,579,000.00","$33,141,000.00","$19,676,000.00","$8,487,000.00","$13,887,000.00","$66,571,000.00","$3,271,000,000.00","$11,713,000,000.00","$9,815,000,000.00"
7716,University of Wyoming,218337,,2024,USA,"$497,000.00","$13,969,000.00","$15,187,000.00","$1,708,000.00","$22,486,000.00","$12,447,000.00","$7,437,000.00","$8,089,000.00","$79,100,000.00","$3,713,000,000.00","$1,693,000,000.00","$980,000,000.00"
7778,Florida Agricultural and Mechanical University,219299,,2024,USA,"$3,861,000.00","$4,956,000.00","$6,991,000.00","$719,000.00","$6,634,000.00","$12,894,000.00","$21,490,000.00","$1,699,000.00","$7,276,000.00","$830,000,000.00","$1,324,000,000.00",$0.00
7754,Cleveland State University,217630,,2024,USA,"$3,624,000.00","$456,000.00","$43,531,000.00","$599,000.00","$3,189,000.00","$9,000.00","$2,007,000.00","$2,545,000.00","$19,747,000.00","$2,743,000,000.00","$7,245,000,000.00","$144,000,000.00"
7767,University of Massachusetts Boston,218022,,2024,USA,"$970,000.00","$88,000.00","$11,603,000.00","$947,000.00","$5,768,000.00","$81,000.00","$9,219,000.00","$9,415,000.00","$26,216,000.00","$2,146,000,000.00","$7,721,000,000.00","$451,000,000.00"
7641,Delaware State University,113940,,2024,USA,"$2,028,000.00","$1,000.00","$9,774,000.00","$1,124,000.00","$3,642,000.00","$6,361,000.00","$5,558,000.00","$5,383,000.00","$7,969,000.00","$242,000,000.00","$1,632,000,000.00","$10,000,000.00"
7792,University of Missouri–Kansas City,114183,,2024,USA,"$10,068,000.00","$312,000.00","$12,055,000.00","$145,000.00","$3,088,000.00","$199,000.00","$1,771,000.00","$2,522,000.00","$20,433,000.00","$473,000,000.00","$2,125,000,000.00","$3,839,000,000.00"
7813,Oakland University,217836,,2024,USA,"$2,200,000.00","$129,000.00","$7,131,000.00","$101,000.00","$3,890,000.00","$6,000.00","$227,000.00","$2,814,000.00","$12,950,000.00","$4,086,000,000.00","$3,102,000,000.00","$1,872,000,000.00"
7822,Illinois State University,197210,,2024,USA,"$92,000.00","$1,638,000.00","$1,336,000.00",$0.00,"$2,586,000.00","$608,000.00","$6,872,000.00","$3,074,000.00","$16,619,000.00","$474,000,000.00","$924,000,000.00","$15,000,000.00"
7803,Chapman University,218619,,2024,USA,"$1,571,000.00",$0.00,"$7,311,000.00","$58,000.00","$1,452,000.00","$341,000.00","$659,000.00","$483,000.00","$31,243,000.00","$331,000,000.00","$4,453,000,000.00","$406,000,000.00"
8003,Hampton University,113980,,2024,USA,"$48,000.00","$715,000.00","$2,116,000.00","$2,656,000.00","$3,719,000.00",$0.00,"$456,000.00","$217,000.00","$620,000.00",$0.00,$0.00,"$113,000,000.00"
7665,Wake Forest University,218441,,2024,USA,"$9,520,000.00","$399,000.00","$203,497,000.00","$595,000.00","$3,360,000.00","$505,000.00","$6,406,000.00","$10,477,000.00","$26,202,000.00","$37,378,000,000.00","$33,160,000,000.00","$13,018,000,000.00"
7567,California State University Los Angeles,219240,,2024,USA,"$65,000.00","$552,000.00","$2,962,000.00","$358,000.00","$4,621,000.00","$130,000.00","$910,000.00","$139,000.00","$1,037,000.00",$0.00,"$115,000,000.00",$0.00
7980,Northeast Ohio Medical University,197544,,2024,USA,"$313,000.00",$0.00,"$8,433,000.00","$34,000.00","$213,000.00",$0.00,"$25,000.00","$68,000.00","$3,242,000.00",$0.00,"$721,000,000.00",$0.00
7594,Washington University in St. Louis,216158,,2024,USA,"$24,734,000.00","$11,303,000.00","$743,957,000.00","$13,106,000.00","$25,025,000.00","$388,000.00","$3,339,000.00","$401,000.00","$199,087,000.00","$121,727,000,000.00","$98,504,000,000.00","$1,544,000,000.00"
7914,Fordham University,217314,,2024,USA,$0.00,"$148,000.00","$4,592,000.00",$0.00,"$1,156,000.00",$0.00,"$1,048,000.00",$0.00,"$18,342,000.00","$216,000,000.00","$1,436,000,000.00","$1,311,000,000.00"
7970,"California State University, Fresno",113904,,2024,USA,"$34,000.00","$64,000.00","$1,828,000.00","$192,000.00","$2,729,000.00","$1,131,000.00","$225,000.00","$1,934,000.00","$4,157,000.00","$448,000,000.00","$1,583,000,000.00","$85,000,000.00"
7945,James Madison University,217508,,2024,USA,"$71,000.00","$31,000.00","$663,000.00","$212,000.00","$2,312,000.00","$41,000.00","$152,000.00","$1,814,000.00","$15,118,000.00",$0.00,"$968,000,000.00","$12,000,000.00"
8153,Tougaloo College,114158,,2024,USA,$0.00,"$201,000.00","$1,748,000.00","$278,000.00","$702,000.00","$219,000.00","$314,000.00",$0.00,$0.00,$0.00,$0.00,$0.00
8027,Pacific University,214526,,2024,USA,$0.00,$0.00,"$1,242,000.00","$6,000.00","$1,143,000.00",$0.00,"$938,000.00","$1,295,000.00","$2,932,000.00","$308,000,000.00","$519,000,000.00",$0.00
8017,Texas Woman's University,203318,,2024,USA,"$136,000.00",$0.00,"$1,419,000.00","$17,000.00","$733,000.00","$247,000.00","$474,000.00","$2,384,000.00","$2,507,000.00","$180,000,000.00","$901,000,000.00",$0.00
8187,Chicago State University,113919,,2024,USA,$0.00,$0.00,"$63,000.00","$108,000.00","$2,489,000.00","$9,000.00","$32,000.00",$0.00,$0.00,$0.00,$0.00,$0.00
8140,Vassar College,217888,,2024,USA,$0.00,$0.00,"$584,000.00","$42,000.00","$1,477,000.00","$102,000.00",$0.00,"$25,000.00","$1,124,000.00",$0.00,"$395,000,000.00","$26,000,000.00"
8176,University of Louisiana at Monroe,114176,,2024,USA,$0.00,$0.00,"$975,000.00","$10,000.00",$0.00,$0.00,"$1,098,000.00","$605,000.00","$115,000.00","$11,000,000.00","$126,000,000.00",$0.00
8053,West Chester University,198500,,2024,USA,"$242,000.00","$28,000.00","$270,000.00","$8,000.00","$1,004,000.00",$0.00,"$270,000.00","$100,000.00","$4,580,000.00","$58,000,000.00","$310,000,000.00",$0.00
8199,"California State University, Stanislaus",218683,,2024,USA,$0.00,"$134,000.00","$87,000.00","$97,000.00","$1,004,000.00",$0.00,"$383,000.00","$514,000.00","$154,000.00","$65,000,000.00","$2,000,000.00",$0.00
8079,Occidental College,219063,,2024,USA,"$34,000.00",$0.00,"$351,000.00","$53,000.00","$657,000.00","$141,000.00","$49,000.00","$704,000.00","$912,000.00","$379,000,000.00","$501,000,000.00","$1,972,000,000.00"
8038,Claremont McKenna College,218042,,2024,USA,"$13,000.00",$0.00,"$122,000.00",$0.00,"$1,073,000.00",$0.00,$0.00,"$42,000.00","$5,968,000.00",$0.00,"$494,000,000.00","$65,000,000.00"
8233,Colorado State University Pueblo,217936,,2024,USA,$0.00,$0.00,$0.00,$0.00,"$899,000.00","$48,000.00","$125,000.00","$226,000.00","$394,000.00",$0.00,$0.00,"$143,000,000.00"
8261,Kenyon College,217524,,2024,USA,$0.00,$0.00,"$206,000.00",$0.00,"$840,000.00","$23,000.00",$0.00,$0.00,"$219,000.00",$0.00,"$178,000,000.00",$0.00
8209,Morehead State University,220989,,2024,USA,$0.00,$0.00,"$244,000.00","$668,000.00","$91,000.00","$26,000.00",$0.00,"$404,000.00","$13,000.00","$790,000,000.00","$10,000,000.00","$49,000,000.00"
8302,Plymouth State University,197090,,2024,USA,$0.00,$0.00,"$252,000.00","$183,000.00","$234,000.00","$43,000.00","$93,000.00","$21,000.00","$96,000.00",$0.00,"$12,000,000.00",$0.00
8292,Denison University,215408,,2024,USA,"$10,000.00","$11,000.00","$256,000.00","$15,000.00","$243,000.00","$10,000.00","$77,000.00",$0.00,"$371,000.00",$0.00,"$117,000,000.00",$0.00
8093,Rhode Island School of Design,220089,,2024,USA,"$16,000.00",$0.00,"$31,000.00","$117,000.00","$166,000.00",$0.00,"$12,000.00","$55,000.00","$323,000.00","$3,725,000,000.00","$613,000,000.00","$72,000,000.00"
8244,Pratt Institute,220072,,2024,USA,$0.00,$0.00,$0.00,$0.00,"$53,000.00",$0.00,$0.00,"$964,000.00",$0.00,$0.00,"$692,000,000.00",$0.00
13314,Graceland University,132062,$0.00,2021,USA,,,,,,,,,,,,
7580,Yale University,219300,,2024,USA,"$40,359,000.00","$11,361,000.00","$737,156,000.00","$2,808,000.00","$40,720,000.00","$1,713,000.00","$10,941,000.00","$2,842,000.00","$432,654,000.00","$102,886,000,000.00","$129,902,000,000.00","$6,352,000,000.00"
7630,University of Illinois Chicago,220496,,2024,USA,"$15,101,000.00","$16,142,000.00","$226,878,000.00","$636,000.00","$30,088,000.00","$90,000.00","$11,051,000.00","$11,638,000.00","$170,549,000.00","$10,246,000,000.00","$31,787,000,000.00","$7,975,000,000.00"
7596,"University of California, Berkeley",224305,,2024,USA,"$47,172,000.00","$55,107,000.00","$176,362,000.00","$97,901,000.00","$100,722,000.00","$5,781,000.00","$34,966,000.00","$56,947,000.00","$259,116,000.00","$46,138,000,000.00","$113,409,000,000.00","$133,161,000,000.00"
7656,University of Hawaiʻi at Mānoa,204261,,2024,USA,"$63,110,000.00","$5,459,000.00","$58,658,000.00","$17,342,000.00","$43,808,000.00","$13,051,000.00","$36,054,000.00","$19,135,000.00","$94,425,000.00","$2,404,000,000.00","$20,226,000,000.00","$1,959,000,000.00"
7674,"University of California, Santa Barbara",218196,,2024,USA,"$46,574,000.00","$20,689,000.00","$26,822,000.00","$4,712,000.00","$58,104,000.00","$896,000.00","$13,391,000.00","$8,851,000.00","$68,925,000.00","$8,616,000,000.00","$26,042,000,000.00","$19,824,000,000.00"
