"AID","name","orcid","hindex","i10index","_affilliation","_afilldaterange","_afillEID","flagged","openalexid"
"124762","Vivianna M. Van Deerlin","https://orcid.org/0000-0002-7400-9097",NULL,NULL,NULL,NULL,NULL,NULL,"https://openalex.org/A5041309484"
"124763","David A. Wolk","https://orcid.org/0000-0002-3554-3481",NULL,NULL,NULL,NULL,NULL,NULL,"https://openalex.org/A5041387594"
"124764","Theresa R. Connors","https://orcid.org/0000-0002-9706-8217",NULL,NULL,NULL,NULL,NULL,NULL,"https://openalex.org/A5042568470"
"124765","Patrick M. Dooley",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"https://openalex.org/A5001656582"
"124766","Derek H. Oakley","https://orcid.org/0000-0002-6998-9510",NULL,NULL,NULL,NULL,NULL,NULL,"https://openalex.org/A5074495346"
"124767","Ibán Aldecoa","https://orcid.org/0000-0001-5774-7453",NULL,NULL,NULL,NULL,NULL,NULL,"https://openalex.org/A5080451400"
"124768","Mircea Balasa","https://orcid.org/0000-0002-1795-4228",NULL,NULL,NULL,NULL,NULL,NULL,"https://openalex.org/A5040616603"
"124769","Ellen Gelpí","https://orcid.org/0000-0003-2948-4187",NULL,NULL,NULL,NULL,NULL,NULL,"https://openalex.org/A5047812313"
"124770","Sergi Borrego‐Écija","https://orcid.org/0000-0003-2557-0010",NULL,NULL,NULL,NULL,NULL,NULL,"https://openalex.org/A5050268437"
"124771","Jordi Gascón‐Bayarri","https://orcid.org/0000-0002-9422-937X",NULL,NULL,NULL,NULL,NULL,NULL,"https://openalex.org/A5042252461"
"124772","Raquel Sánchez‐Valle","https://orcid.org/0000-0001-7750-896X",NULL,NULL,NULL,NULL,NULL,NULL,"https://openalex.org/A5047159861"
"124773","Pilar Sanz-Cartagena","https://orcid.org/0000-0001-6054-3072",NULL,NULL,NULL,NULL,NULL,NULL,"https://openalex.org/A5113827403"
"124774","Gerard Piñol‐Ripoll","https://orcid.org/0000-0002-4495-2113",NULL,NULL,NULL,NULL,NULL,NULL,"https://openalex.org/A5045533547"
"124775","Eileen H. Bigio",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"https://openalex.org/A5107831437"
"124776","Margaret E. Flanagan","https://orcid.org/0009-0008-7078-3545",NULL,NULL,NULL,NULL,NULL,NULL,"https://openalex.org/A5004078745"
"124777","Emily Rogalskı","https://orcid.org/0000-0002-6472-1363",NULL,NULL,NULL,NULL,NULL,NULL,"https://openalex.org/A5059469170"
"124778","Sandra Weıntraub","https://orcid.org/0000-0003-2605-5205",NULL,NULL,NULL,NULL,NULL,NULL,"https://openalex.org/A5002754020"
"124779","Julie A. Schneider","https://orcid.org/0000-0002-9482-1752",NULL,NULL,NULL,NULL,NULL,NULL,"https://openalex.org/A5022605809"
"124780","Lihua Peng",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"https://openalex.org/A5102648678"
"124781","Xiongwei Zhu","https://orcid.org/0000-0003-2092-6508",NULL,NULL,NULL,NULL,NULL,NULL,"https://openalex.org/A5100746062"
"124782","Koping Chang","https://orcid.org/0000-0001-7873-3640",NULL,NULL,NULL,NULL,NULL,NULL,"https://openalex.org/A5054880227"
"124783","Juan C. Troncoso","https://orcid.org/0000-0001-9553-6673",NULL,NULL,NULL,NULL,NULL,NULL,"https://openalex.org/A5048570234"
"124784","Stefan Prokop","https://orcid.org/0000-0002-5633-2149",NULL,NULL,NULL,NULL,NULL,NULL,"https://openalex.org/A5088006102"
"124785","Kathy L. Newell","https://orcid.org/0009-0002-9854-2512",NULL,NULL,NULL,NULL,NULL,NULL,"https://openalex.org/A5064132072"
"124786","Dana Bryazka","https://orcid.org/0009-0000-3184-4132",NULL,NULL,NULL,NULL,NULL,NULL,"https://openalex.org/A5074856146"
"124787","Marissa B Reitsma","https://orcid.org/0000-0001-7276-4876",NULL,NULL,NULL,NULL,NULL,NULL,"https://openalex.org/A5053232907"
"124788","Yohannes Habtegiorgis Abate",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"https://openalex.org/A5092247508"
"124789","Abdallah H A Abd Al Magied",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"https://openalex.org/A5098659464"
"124790","Atef Abdelkader","https://orcid.org/0000-0002-9231-970X",NULL,NULL,NULL,NULL,NULL,NULL,"https://openalex.org/A5063490735"
"124791","Arash Abdollahi","https://orcid.org/0000-0002-9705-0332",NULL,NULL,NULL,NULL,NULL,NULL,"https://openalex.org/A5088898293"
"124792","Meriem Abdoun","https://orcid.org/0000-0003-4055-1571",NULL,NULL,NULL,NULL,NULL,NULL,"https://openalex.org/A5046403294"
"124793","Rizwan Suliankatchi Abdulkader","https://orcid.org/0000-0002-1502-4246",NULL,NULL,NULL,NULL,NULL,NULL,"https://openalex.org/A5002323246"
"124794","Roberto Ariel Abeldaño Zúñiga","https://orcid.org/0000-0002-2627-278X",NULL,NULL,NULL,NULL,NULL,NULL,"https://openalex.org/A5101426780"
"124795","E S Abhilash",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"https://openalex.org/A5038871747"
"124796","Olugbenga Olusola Abiodun","https://orcid.org/0000-0001-8625-4834",NULL,NULL,NULL,NULL,NULL,NULL,"https://openalex.org/A5047638039"
"124797","Olumide Abiodun","https://orcid.org/0000-0002-3458-8776",NULL,NULL,NULL,NULL,NULL,NULL,"https://openalex.org/A5086288417"
"124798","Richard Gyan Aboagye","https://orcid.org/0000-0002-3498-2909",NULL,NULL,NULL,NULL,NULL,NULL,"https://openalex.org/A5087582641"
"124799","Lucas Guimarães Abreu",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"https://openalex.org/A5103902466"
"124800","Dariush Abtahi","https://orcid.org/0000-0001-8127-2363",NULL,NULL,NULL,NULL,NULL,NULL,"https://openalex.org/A5063801897"
"124801","Hasan Abualruz","https://orcid.org/0000-0003-1523-6772",NULL,NULL,NULL,NULL,NULL,NULL,"https://openalex.org/A5078014867"
"124802","Bilyaminu Abubakar","https://orcid.org/0000-0002-4909-4840",NULL,NULL,NULL,NULL,NULL,NULL,"https://openalex.org/A5070812359"
"124803","Niveen ME Abu-Rmeileh",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"https://openalex.org/A5106716984"
"124804","Salahdein Aburuz","https://orcid.org/0000-0002-2478-3914",NULL,NULL,NULL,NULL,NULL,NULL,"https://openalex.org/A5076655521"
"124805","Ahmed Abu‐Zaid","https://orcid.org/0000-0003-2286-2181",NULL,NULL,NULL,NULL,NULL,NULL,"https://openalex.org/A5060035961"
"124806","Mesafint Molla Adane","https://orcid.org/0000-0002-9453-5027",NULL,NULL,NULL,NULL,NULL,NULL,"https://openalex.org/A5052925451"
"124807","Akindele O. Adebiyi","https://orcid.org/0000-0003-1869-7910",NULL,NULL,NULL,NULL,NULL,NULL,"https://openalex.org/A5006705793"
"124808","Oyelola A. Adegboye","https://orcid.org/0000-0002-9793-8024",NULL,NULL,NULL,NULL,NULL,NULL,"https://openalex.org/A5091235272"
"124809","Victor Adekanmbi","https://orcid.org/0000-0002-7394-1640",NULL,NULL,NULL,NULL,NULL,NULL,"https://openalex.org/A5089232733"
"124810","Habeeb Omoponle Adewuyi","https://orcid.org/0000-0002-4093-9157",NULL,NULL,NULL,NULL,NULL,NULL,"https://openalex.org/A5078862719"
"124811","Qorinah Estiningtyas Sakilah Adnani","https://orcid.org/0000-0002-4625-4861",NULL,NULL,NULL,NULL,NULL,NULL,"https://openalex.org/A5041858336"
"124812","Leticia Akua Adzigbli",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"https://openalex.org/A5042864543"
"124813","Siamak Afaghi","https://orcid.org/0000-0002-2752-4440",NULL,NULL,NULL,NULL,NULL,NULL,"https://openalex.org/A5004017460"
"124814","Aanuoluwapo Adeyimika Afolabi","https://orcid.org/0009-0009-3282-0015",NULL,NULL,NULL,NULL,NULL,NULL,"https://openalex.org/A5108777799"
"124815","Muhammad U. Afzal","https://orcid.org/0000-0002-8517-408X",NULL,NULL,NULL,NULL,NULL,NULL,"https://openalex.org/A5087075969"
"124816","Saira Afzal","https://orcid.org/0000-0002-4882-2404",NULL,NULL,NULL,NULL,NULL,NULL,"https://openalex.org/A5056238149"
"124817","Antonella Agodi","https://orcid.org/0000-0002-4405-8162",NULL,NULL,NULL,NULL,NULL,NULL,"https://openalex.org/A5039532395"
"124818","Williams Agyemang‐Duah","https://orcid.org/0000-0001-7929-0685",NULL,NULL,NULL,NULL,NULL,NULL,"https://openalex.org/A5067679041"
"124819","Bright Opoku Ahinkorah","https://orcid.org/0000-0001-7415-895X",NULL,NULL,NULL,NULL,NULL,NULL,"https://openalex.org/A5056919645"
"124820","Austin J Ahlstrom",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"https://openalex.org/A5095098372"
"124821","Aqeel Ahmad","https://orcid.org/0000-0002-6003-9404",NULL,NULL,NULL,NULL,NULL,NULL,"https://openalex.org/A5037659082"
"124822","Danish Ahmad","https://orcid.org/0000-0001-7891-3756",NULL,NULL,NULL,NULL,NULL,NULL,"https://openalex.org/A5051591837"
"124823","Muayyad Ahmad","https://orcid.org/0000-0002-4388-8332",NULL,NULL,NULL,NULL,NULL,NULL,"https://openalex.org/A5052478560"
"124824","Sajjad Ahmad","https://orcid.org/0000-0003-1513-5293",NULL,NULL,NULL,NULL,NULL,NULL,"https://openalex.org/A5101818295"
"124825","Shahzaib Ahmad","https://orcid.org/0000-0001-9060-6636",NULL,NULL,NULL,NULL,NULL,NULL,"https://openalex.org/A5081906522"
"124826","Ali Ahmadi","https://orcid.org/0000-0002-1588-2136",NULL,NULL,NULL,NULL,NULL,NULL,"https://openalex.org/A5100743950"
"124827","Anisuddin Ahmed","https://orcid.org/0000-0001-6030-0468",NULL,NULL,NULL,NULL,NULL,NULL,"https://openalex.org/A5104035522"
"124828","Ayman Ahmed","https://orcid.org/0000-0002-9516-9508",NULL,NULL,NULL,NULL,NULL,NULL,"https://openalex.org/A5052175315"
"124829","Haroon Ahmed","https://orcid.org/0000-0002-0382-3569",NULL,NULL,NULL,NULL,NULL,NULL,"https://openalex.org/A5033578852"
"124830","Muktar Beshir Ahmed",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"https://openalex.org/A5107918134"
"124831","Safoora Ahmed",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"https://openalex.org/A5109794432"
"124832","Marjan Ajami","https://orcid.org/0000-0002-6820-550X",NULL,NULL,NULL,NULL,NULL,NULL,"https://openalex.org/A5018689912"
"124833","Mohammed Ahmed Akkaif","https://orcid.org/0000-0001-5673-3965",NULL,NULL,NULL,NULL,NULL,NULL,"https://openalex.org/A5051432619"
"124834","Ema Akter","https://orcid.org/0000-0003-4772-5431",NULL,NULL,NULL,NULL,NULL,NULL,"https://openalex.org/A5045508385"
"124835","Salah Al Awaidy","https://orcid.org/0000-0001-5112-3893",NULL,NULL,NULL,NULL,NULL,NULL,"https://openalex.org/A5042909272"
"124836","Syed Mahfuz Al Hasan","https://orcid.org/0000-0003-2411-7070",NULL,NULL,NULL,NULL,NULL,NULL,"https://openalex.org/A5009139116"
"124837","Yazan A. Al‐Ajlouni","https://orcid.org/0000-0002-1718-4964",NULL,NULL,NULL,NULL,NULL,NULL,"https://openalex.org/A5075414642"
"124838","Ziyad Al‐Aly","https://orcid.org/0000-0002-2600-0434",NULL,NULL,NULL,NULL,NULL,NULL,"https://openalex.org/A5047490642"
"124839","Khurshid Alam","https://orcid.org/0000-0002-7402-7519",NULL,NULL,NULL,NULL,NULL,NULL,"https://openalex.org/A5061878115"
"124840","Zufishan Alam","https://orcid.org/0000-0002-2668-7360",NULL,NULL,NULL,NULL,NULL,NULL,"https://openalex.org/A5058720531"
"124841","Wafa Ali Aldhaleei","https://orcid.org/0000-0003-3967-9658",NULL,NULL,NULL,NULL,NULL,NULL,"https://openalex.org/A5026005763"
"124842","Abdelazeem M. Algammal","https://orcid.org/0000-0001-5580-1559",NULL,NULL,NULL,NULL,NULL,NULL,"https://openalex.org/A5035741614"
"124843","Adel Al‐Gheethi","https://orcid.org/0000-0001-7257-2954",NULL,NULL,NULL,NULL,NULL,NULL,"https://openalex.org/A5048320351"
"124844","Khalid F. AlHabib","https://orcid.org/0000-0002-6692-3874",NULL,NULL,NULL,NULL,NULL,NULL,"https://openalex.org/A5054535416"
"124845","Fadwa Alhalaiqa","https://orcid.org/0000-0002-0899-7883",NULL,NULL,NULL,NULL,NULL,NULL,"https://openalex.org/A5016004392"
"124846","Mohammed Khaled Al‐Hanawi","https://orcid.org/0000-0002-8419-2219",NULL,NULL,NULL,NULL,NULL,NULL,"https://openalex.org/A5087074525"
"124847","Abid Ali","https://orcid.org/0000-0002-0452-4827",NULL,NULL,NULL,NULL,NULL,NULL,"https://openalex.org/A5100617854"
"124848","Mohammed Usman Ali",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"https://openalex.org/A5038672271"
"124849","Rafat Ali","https://orcid.org/0000-0002-9986-7565",NULL,NULL,NULL,NULL,NULL,NULL,"https://openalex.org/A5054406085"
"124850","Syed Shujait Ali","https://orcid.org/0000-0002-6277-2335",NULL,NULL,NULL,NULL,NULL,NULL,"https://openalex.org/A5042246162"
"124851","Waad Ali",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"https://openalex.org/A5114109856"
"124852","Sheikh Mohammad Alif","https://orcid.org/0000-0002-0783-8848",NULL,NULL,NULL,NULL,NULL,NULL,"https://openalex.org/A5088148532"
"124853","Syed Mohamed Aljunid","https://orcid.org/0000-0002-0380-1335",NULL,NULL,NULL,NULL,NULL,NULL,"https://openalex.org/A5029961086"
"124854","François Alla","https://orcid.org/0000-0002-5793-7190",NULL,NULL,NULL,NULL,NULL,NULL,"https://openalex.org/A5026413767"
"124855","Peter Alle­beck","https://orcid.org/0000-0002-2778-6467",NULL,NULL,NULL,NULL,NULL,NULL,"https://openalex.org/A5011524331"
"124856","Wael Almahmeed","https://orcid.org/0000-0003-0312-9910",NULL,NULL,NULL,NULL,NULL,NULL,"https://openalex.org/A5062034086"
"124857","Sabah Al-Marwani","https://orcid.org/0000-0002-1638-792X",NULL,NULL,NULL,NULL,NULL,NULL,"https://openalex.org/A5021587383"
"124858","Sadeq Ali Al‐Maweri","https://orcid.org/0000-0003-4932-1377",NULL,NULL,NULL,NULL,NULL,NULL,"https://openalex.org/A5000392910"
"124859","Mahmoud A. Alomari","https://orcid.org/0000-0003-3605-5946",NULL,NULL,NULL,NULL,NULL,NULL,"https://openalex.org/A5035602669"
"124860","Jaber S. Alqahtani","https://orcid.org/0000-0003-1795-5092",NULL,NULL,NULL,NULL,NULL,NULL,"https://openalex.org/A5038449544"
"124861","Ahmed Yaseen Alqutaibi","https://orcid.org/0000-0001-6536-8269",NULL,NULL,NULL,NULL,NULL,NULL,"https://openalex.org/A5027374631"
"124862","Rajaa M Mohammad Al-Raddadi",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"https://openalex.org/A5111351535"
"124863","Sahel Majed Alrousan",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"https://openalex.org/A5098625500"
"124864","Saqr Alsakarneh",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"https://openalex.org/A5095375987"
"124865","Najim Z. Alshahrani","https://orcid.org/0000-0002-2163-004X",NULL,NULL,NULL,NULL,NULL,NULL,"https://openalex.org/A5042438846"
"124866","Zaid Altaany","https://orcid.org/0000-0002-3260-9078",NULL,NULL,NULL,NULL,NULL,NULL,"https://openalex.org/A5021553062"
"124867","Awais Altaf","https://orcid.org/0000-0003-3187-2509",NULL,NULL,NULL,NULL,NULL,NULL,"https://openalex.org/A5082132465"
"124868","Nelson Alvis‐Guzmán","https://orcid.org/0000-0001-9458-864X",NULL,NULL,NULL,NULL,NULL,NULL,"https://openalex.org/A5078832673"
"124869","Mohammad Al‐Wardat","https://orcid.org/0000-0003-2106-4524",NULL,NULL,NULL,NULL,NULL,NULL,"https://openalex.org/A5077329931"
"124870","Yaser Mohammed Al‐Worafi","https://orcid.org/0000-0002-5752-2913",NULL,NULL,NULL,NULL,NULL,NULL,"https://openalex.org/A5025581939"
"124871","Hany Aly","https://orcid.org/0000-0001-7395-6394",NULL,NULL,NULL,NULL,NULL,NULL,"https://openalex.org/A5081153018"
"124872","Safwat Aly","https://orcid.org/0009-0004-8345-0724",NULL,NULL,NULL,NULL,NULL,NULL,"https://openalex.org/A5108982169"
"124873","Mohammad S. Alyahya","https://orcid.org/0000-0003-2345-4892",NULL,NULL,NULL,NULL,NULL,NULL,"https://openalex.org/A5080889741"
"124874","Karem H. Alzoubi","https://orcid.org/0000-0002-2808-5099",NULL,NULL,NULL,NULL,NULL,NULL,"https://openalex.org/A5078571712"
"124875","Walid Al-Zyoud","https://orcid.org/0000-0002-3772-5617",NULL,NULL,NULL,NULL,NULL,NULL,"https://openalex.org/A5015318615"
"124876","Reza Amani","https://orcid.org/0000-0002-0074-4080",NULL,NULL,NULL,NULL,NULL,NULL,"https://openalex.org/A5080414894"
"124877","Tarek Tawfik Amin","https://orcid.org/0000-0003-2502-110X",NULL,NULL,NULL,NULL,NULL,NULL,"https://openalex.org/A5047615658"
"124878","Sohrab Amiri","https://orcid.org/0000-0003-0297-0142",NULL,NULL,NULL,NULL,NULL,NULL,"https://openalex.org/A5000415467"
"124879","Hubert Amu","https://orcid.org/0000-0003-0218-3843",NULL,NULL,NULL,NULL,NULL,NULL,"https://openalex.org/A5074017588"
"124880","Gianna Gayle Herrera Amul","https://orcid.org/0000-0002-4197-9601",NULL,NULL,NULL,NULL,NULL,NULL,"https://openalex.org/A5032495968"
"124881","Ganiyu Adeniyi Amusa",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"https://openalex.org/A5078488099"
"124882","Tanu Anand","https://orcid.org/0000-0003-2911-2332",NULL,NULL,NULL,NULL,NULL,NULL,"https://openalex.org/A5051805598"
"124883","Deanna Anderlini","https://orcid.org/0000-0003-4594-2125",NULL,NULL,NULL,NULL,NULL,NULL,"https://openalex.org/A5050120227"
"124884","David Anderson","https://orcid.org/0000-0001-7104-122X",NULL,NULL,NULL,NULL,NULL,NULL,"https://openalex.org/A5019938528"
"124885","Jason A Anderson",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"https://openalex.org/A5043990422"
"124886","Sami L. Gottlieb","https://orcid.org/0000-0003-4398-3441",NULL,NULL,NULL,NULL,NULL,NULL,"https://openalex.org/A5063877367"
"124887","Erica Spielman","https://orcid.org/0000-0001-6380-0505",NULL,NULL,NULL,NULL,NULL,NULL,"https://openalex.org/A5055382183"
"124888","Laith J. Abu‐Raddad","https://orcid.org/0000-0003-0790-0506",NULL,NULL,NULL,NULL,NULL,NULL,"https://openalex.org/A5014846631"
"124889","Adeniyi Kolade Aderoba","https://orcid.org/0000-0002-4333-9093",NULL,NULL,NULL,NULL,NULL,NULL,"https://openalex.org/A5015704397"
"124890","Laura H. Bachmann","https://orcid.org/0000-0003-3178-7224",NULL,NULL,NULL,NULL,NULL,NULL,"https://openalex.org/A5004131213"
"124891","Karel Blondeel","https://orcid.org/0000-0001-6900-9124",NULL,NULL,NULL,NULL,NULL,NULL,"https://openalex.org/A5017477411"
"124892","Xiang-Sheng Chen",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"https://openalex.org/A5111557562"
"124893","Tania Crucitti","https://orcid.org/0000-0002-2235-6038",NULL,NULL,NULL,NULL,NULL,NULL,"https://openalex.org/A5048284744"
"124894","Gabriela Garcia Camacho",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"https://openalex.org/A5108327194"
"124895","Sheela Godbole","https://orcid.org/0000-0001-6537-9064",NULL,NULL,NULL,NULL,NULL,NULL,"https://openalex.org/A5085842781"
"124896","Rodolfo Gómez Ponce de León","https://orcid.org/0000-0001-9914-7130",NULL,NULL,NULL,NULL,NULL,NULL,"https://openalex.org/A5068132378"
"124897","Somesh Gupta","https://orcid.org/0000-0003-4108-6368",NULL,NULL,NULL,NULL,NULL,NULL,"https://openalex.org/A5110241612"
"124898","Joumana Hermez","https://orcid.org/0000-0003-1716-5605",NULL,NULL,NULL,NULL,NULL,NULL,"https://openalex.org/A5064895083"
"124899","Naoko Ishikawa","https://orcid.org/0000-0002-2701-6892",NULL,NULL,NULL,NULL,NULL,NULL,"https://openalex.org/A5040040740"
"124900","Jeffrey D. Klausner","https://orcid.org/0000-0002-6922-7364",NULL,NULL,NULL,NULL,NULL,NULL,"https://openalex.org/A5091442849"
"124901","Firdavs Kurbonov",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"https://openalex.org/A5094048041"
"124902","Ismaël Maatouk","https://orcid.org/0000-0003-1008-7413",NULL,NULL,NULL,NULL,NULL,NULL,"https://openalex.org/A5017950737"
"124903","Ahmed Mandil","https://orcid.org/0000-0002-0903-3277",NULL,NULL,NULL,NULL,NULL,NULL,"https://openalex.org/A5023821154"
"124904","Maeve B. Mello","https://orcid.org/0000-0002-2573-7776",NULL,NULL,NULL,NULL,NULL,NULL,"https://openalex.org/A5033885566"
"124905","Angélica Espinosa Miranda","https://orcid.org/0000-0002-5556-8379",NULL,NULL,NULL,NULL,NULL,NULL,"https://openalex.org/A5030995018"
"124906","Fausta Mosha","https://orcid.org/0000-0003-1319-8434",NULL,NULL,NULL,NULL,NULL,NULL,"https://openalex.org/A5050635174"
"124907","Joseph Okeibunor","https://orcid.org/0000-0002-6696-8503",NULL,NULL,NULL,NULL,NULL,NULL,"https://openalex.org/A5022027663"
"124908","Jason J. Ong","https://orcid.org/0000-0001-5784-7403",NULL,NULL,NULL,NULL,NULL,NULL,"https://openalex.org/A5025198971"
"124909","Remco P. H. Peters","https://orcid.org/0000-0003-2124-7275",NULL,NULL,NULL,NULL,NULL,NULL,"https://openalex.org/A5030349458"
"124910","Freddy Pérez","https://orcid.org/0000-0003-2001-0057",NULL,NULL,NULL,NULL,NULL,NULL,"https://openalex.org/A5051669161"
"124911","Nicole Seguy",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"https://openalex.org/A5111627984"
"124912","Kate L. Seib","https://orcid.org/0000-0002-7094-3528",NULL,NULL,NULL,NULL,NULL,NULL,"https://openalex.org/A5055852125"
"124913","Mukta Sharma",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"https://openalex.org/A5100533013"
"124914","Tim Sladden",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"https://openalex.org/A5007715250"
"124915","Barbara Van Der Pol","https://orcid.org/0000-0003-3064-8564",NULL,NULL,NULL,NULL,NULL,NULL,"https://openalex.org/A5031587306"
"124916","Peter White","https://orcid.org/0000-0002-9742-4939",NULL,NULL,NULL,NULL,NULL,NULL,"https://openalex.org/A5054843611"
"124917","Teodora Wi",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"https://openalex.org/A5074273891"
"124918","Nathalie Broutet","https://orcid.org/0000-0002-3665-4861",NULL,NULL,NULL,NULL,NULL,NULL,"https://openalex.org/A5051157830"
"124919","Elizabeth Armstrong","https://orcid.org/0000-0001-5980-9697",NULL,NULL,NULL,NULL,NULL,NULL,"https://openalex.org/A5015025212"
"124920","Kris Rogers","https://orcid.org/0000-0001-5497-4298",NULL,NULL,NULL,NULL,NULL,NULL,"https://openalex.org/A5058881238"
"124921","Chuan Silvia Li",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"https://openalex.org/A5076370958"
"124922","Jagnoor Jagnoor",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"https://openalex.org/A5113165820"
"124923","Paul J. Moroz",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"https://openalex.org/A5081760347"
"124924","Gerald Chukwuemeka Oguzie",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"https://openalex.org/A5066870585"
"124925","Samuel Hailu","https://orcid.org/0000-0002-0491-6409",NULL,NULL,NULL,NULL,NULL,NULL,"https://openalex.org/A5089205629"
"124926","Theodore Miclau","https://orcid.org/0000-0003-1975-2061",NULL,NULL,NULL,NULL,NULL,NULL,"https://openalex.org/A5069707650"
"124927","Fernando de la Huerta","https://orcid.org/0000-0002-8104-8326",NULL,NULL,NULL,NULL,NULL,NULL,"https://openalex.org/A5067251578"
"124928","Jose de Jesus Martinez-Ruiz",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"https://openalex.org/A5104541706"
"124929","Fernando Bidolegui","https://orcid.org/0000-0002-0502-2300",NULL,NULL,NULL,NULL,NULL,NULL,"https://openalex.org/A5000695144"
"124930","Junlin Zhou","https://orcid.org/0009-0002-9285-9244",NULL,NULL,NULL,NULL,NULL,NULL,"https://openalex.org/A5000168947"
"124931","Xinlong Ma","https://orcid.org/0000-0002-5940-3563",NULL,NULL,NULL,NULL,NULL,NULL,"https://openalex.org/A5007791420"
"124932","Bo Wu","https://orcid.org/0000-0001-8501-7298",NULL,NULL,NULL,NULL,NULL,NULL,"https://openalex.org/A5101450546"
"124933","Parag Sancheti","https://orcid.org/0000-0002-8903-1430",NULL,NULL,NULL,NULL,NULL,NULL,"https://openalex.org/A5017681206"
"124934","La Ngoc Quang","https://orcid.org/0000-0003-0294-5895",NULL,NULL,NULL,NULL,NULL,NULL,"https://openalex.org/A5020217786"
"124935","Vali Baigi","https://orcid.org/0000-0003-1882-7340",NULL,NULL,NULL,NULL,NULL,NULL,"https://openalex.org/A5050366641"
"124936","Mashyaneh Haddadi","https://orcid.org/0000-0001-8666-354X",NULL,NULL,NULL,NULL,NULL,NULL,"https://openalex.org/A5026499898"
"124937","Maoyi Tian","https://orcid.org/0000-0002-5660-8571",NULL,NULL,NULL,NULL,NULL,NULL,"https://openalex.org/A5043111263"
"124938","Sheila Sprague","https://orcid.org/0000-0003-1466-8063",NULL,NULL,NULL,NULL,NULL,NULL,"https://openalex.org/A5048125439"
"124939","P.J. Devereaux","https://orcid.org/0000-0003-2935-637X",NULL,NULL,NULL,NULL,NULL,NULL,"https://openalex.org/A5040874215"
"124940","Mohit Bhandari","https://orcid.org/0000-0003-3556-9179",NULL,NULL,NULL,NULL,NULL,NULL,"https://openalex.org/A5022106962"
"124941","Rebecca Ivers","https://orcid.org/0000-0003-3448-662X",NULL,NULL,NULL,NULL,NULL,NULL,"https://openalex.org/A5006986266"
"124942","Ke Zhao","https://orcid.org/0000-0002-4655-0388",NULL,NULL,NULL,NULL,NULL,NULL,"https://openalex.org/A5101692623"
"124943","Bernhard Vowinckel","https://orcid.org/0000-0001-6853-7750",NULL,NULL,NULL,NULL,NULL,NULL,"https://openalex.org/A5090179270"
"124944","Tian‐Jian Hsu","https://orcid.org/0000-0002-8473-3441",NULL,NULL,NULL,NULL,NULL,NULL,"https://openalex.org/A5019919229"
"124945","Bofeng Bai","https://orcid.org/0000-0002-6412-4390",NULL,NULL,NULL,NULL,NULL,NULL,"https://openalex.org/A5041981127"
"124946","Eckart Meiburg","https://orcid.org/0000-0003-3670-8193",NULL,NULL,NULL,NULL,NULL,NULL,"https://openalex.org/A5087013416"
"124947","Peng E. S. Chen","https://orcid.org/0000-0001-6387-4811",NULL,NULL,NULL,NULL,NULL,NULL,"https://openalex.org/A5057227607"
"124948","Wen Wu","https://orcid.org/0000-0003-4241-1716",NULL,NULL,NULL,NULL,NULL,NULL,"https://openalex.org/A5066335935"
"124949","Kevin P. Griffin","https://orcid.org/0000-0002-0866-6224",NULL,NULL,NULL,NULL,NULL,NULL,"https://openalex.org/A5004188357"
"124950","Yipeng Shi","https://orcid.org/0000-0002-1688-1848",NULL,NULL,NULL,NULL,NULL,NULL,"https://openalex.org/A5050067632"
"124951","Lin Fu","https://orcid.org/0000-0001-8979-8415",NULL,NULL,NULL,NULL,NULL,NULL,"https://openalex.org/A5055236645"
"124952","Parviz Moin","https://orcid.org/0000-0002-0491-7065",NULL,NULL,NULL,NULL,NULL,NULL,"https://openalex.org/A5003773421"
